article_id,db_id,resource_name,access,available,unavailable_message,available_update_date,notes,article_year,citations
1926,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,2010,44
1927,MBDC0487,GO: Gene Ontology,http://www.geneontology.org,yes,not_applicable,2016,not_applicable,2010,249
1928,MBDC1355,PNU: Protein Naming Utility,http://www.jcvi.org/pn-utility,yes,not_applicable,unknown,not_applicable,2010,4
1929,NAR9040,CMR: Comprehensive Microbial Resource,http://cmr.jcvi.org,no,discontinued notice,not_applicable,Funding; Service Status; MR is no longer supported and has been taken offline,2010,65
1930,MBDC0075,JGI GOLD: Genomes OnLine Database,http://www.genomesonline.org,yes,not_applicable,2017,not_applicable,2010,292
1931,MBDC0112,KEGG: Kyoto Encyclopedia of Genes and Genomes,http://www.genome.jp/kegg/,yes,not_applicable,2017,not_applicable,2010,1193
1932,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,2015,not_applicable,2010,47
1933,MBDC1356,PhiSITE,http://www.phisite.org/,yes,not_applicable,2009,not_applicable,2010,14
1934,MBDC1357,ViralORFeome,http://www.viralorfeome.com,no,can't be reached,not_applicable,not_applicable,2010,28
1935,MBDC0068,CyanoBase,http://genome.kazusa.or.jp/cyanobase,yes,not_applicable,2012,not_applicable,2010,78
1936,MBDC0828,JGI IMG: Integrated Microbial Genomes,http://img.jgi.doe.gov,yes,not_applicable,2017,not_applicable,2010,176
1937,MBDC0002,EMBL-EBI ENA: European Nucleotide Archive,http://www.ebi.ac.uk/ena,yes,not_applicable,2017,not_applicable,2010,29
1938,MBDC0837,Megx.net,http://www.megx.net,no,unrelated site redirect,not_applicable,not_applicable,2010,27
1939,MBDC1358,MicrobesOnline,http://www.microbesonline.org,yes,not_applicable,2011,"Service Status; No further updates to the MicrobesOnline database are planned, although minor improvements to the web site did occur in 2016. New genomes were last loaded in late 2011.",2010,212
1940,MBDC0959,MiST,http://mistdb.com,yes,not_applicable,2013,not_applicable,2010,118
1941,NAR9217,Pathema,http://pathema.jcvi.org,no,discontinued notice,not_applicable,"Service Status; Note: Pathema is no longer supported and has been taken offline. If you are interested in supporting this project or a collaboration, please contact …",2010,19
1942,NAR9081,EuPathDB: Eukaryotic Pathogen Database,http://EuPathDB.org,yes,not_applicable,2016,Provenance; formerly ApiDB,2010,89
1943,MBDC1359,AspGD: Aspergillus Genome Database,http://www.aspgd.org,yes,not_applicable,2015,not_applicable,2010,68
1944,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,2016,not_applicable,2010,40
1945,MBDC0357,SGD: Saccharomyces Genome Database,http://www.yeastgenome.org,yes,not_applicable,2017,not_applicable,2010,86
1946,MBDC0643,BeetleBase,http://www.beetlebase.org,yes,not_applicable,unknown,not_applicable,2010,71
1947,MBDC1158,FlyTF,http://www.flytf.org,yes,not_applicable,unknown,not_applicable,2010,40
1948,MBDC1581,GenomeRNAi,http://www.genomernai.org/,yes,not_applicable,2016,not_applicable,2010,29
1949,NAR9274,SilkDB: Silkworm Knowledgebase,http://www.silkdb.org,no,can't be reached,not_applicable,not_applicable,2010,137
1950,MBDC1360,TriTrypDB,http://tritrypdb.org,yes,not_applicable,2017,Access - Failure Notes; same found an error notice as Truzi,2010,211
1951,MBDC0003,NCBI Genbank,www.ncbi.nlm.nih.gov,yes,not_applicable,2017,not_applicable,2010,218
1952,MBDC0051,WormBase,http://www.wormbase.org,yes,not_applicable,2017,not_applicable,2010,198
1953,MBDC1361,MetaBioME,http://metasystems.riken.jp/metabiome/,yes,not_applicable,unknown,not_applicable,2010,23
1954,MBDC0420,BioCyc,BioCyc.org,yes,not_applicable,2016,not_applicable,2010,155
1954,MBDC0114,MetaCyc,MetaCyc.org,yes,not_applicable,2016,not_applicable,2010,155
1955,MBDC1362,SMPDB: Small Molecule Pathway Database ,http://www.smpdb.ca,yes,not_applicable,unknown,not_applicable,2010,85
1956,MBDC0117,University of Minnesota Biocatalysis/Biodegradation Database,http://umbbd.msi.umn.edu/,no,can't be reached,not_applicable,not_applicable,2010,82
1957,MBDC1368,NCBI BioSystems,http://www.ncbi.nlm.nih.gov/biosystems/,yes,not_applicable,2011,not_applicable,2010,192
1958,MBDC1060,CORUM,http://mips.helmholtz-muenchen.de/genre/proj/corum/index.html,yes,not_applicable,unknown,not_applicable,2010,235
1960,MBDC1367,DRYGIN: Data Repository of Yeast Genetic Interactions,http://drygin.ccbr.utoronto.ca,yes,not_applicable,2010,not_applicable,2010,59
1961,MBDC1293,Dynamic Proteomics,http://www.dynamicproteomics.net,no,can't be reached,not_applicable,not_applicable,2010,14
1962,MBDC1365,GWIDD: Genome WIde Docking Database,http://gwidd.bioinformatics.ku.edu,yes,not_applicable,unknown,not_applicable,2010,26
1963,MBDC1363,NCBI IBIS: Inferred Biomolecular Interaction Server,http://www.ncbi.nlm.nih.gov/Structure/ibis/ibis.html,yes,not_applicable,unknown,not_applicable,2010,52
1964,MBDC1340,EMBL-EBI Non-Redundant Patent Sequence Databases,http://www.ebi.ac.uk/patentdata/nr/,yes,not_applicable,unknown,not_applicable,2010,7
1965,NAR9063,EMBL-EBI IntAct,http://www.ebi.ac.uk/intact,yes,not_applicable,unknown,not_applicable,2010,428
1966,MBDC1032,MINT: The Molecular INTeraction database,http://mint.bio.uniroma2.it/mint,yes,not_applicable,2013,not_applicable,2010,329
1967,MBDC1364,Negatome,http://mips.helmholtz-muenchen.de/proj/ppi/negatome,yes,not_applicable,unknown,not_applicable,2010,60
1968,MBDC1366,PepX,http://pepx.switchlab.org,no,service unavailable,not_applicable,"Access - Failure Notes; “It works! This is the default web page for this server. The web server software is running but no content has been added, yet.”",2010,53
1969,MBDC1134,STITCH: Search Tool for InTeractions of CHemicals,http://stitch.embl.de/,yes,not_applicable,unknown,not_applicable,2010,130
1970,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2010,219
1971,NAR9078,Ensembl Genomes,http://www.ensemblgenomes.org,yes,not_applicable,2016,not_applicable,2010,94
1972,MBDC0403,ACLAME: A CLAssification of Mobile genetic Elements,http://aclame.ulb.ac.be,yes,not_applicable,2013,not_applicable,2010,78
1973,NAR9074,EMMA: European Mouse Mutant Archive,http://www.emmanet.org,yes,not_applicable,unknown,not_applicable,2010,28
1974,MBDC1071,EuroPhenome,http://www.EuroPhenome.org,yes,not_applicable,2014,not_applicable,2010,31
1974,NAR9077,EMPReSS,http://www.empress.har.mrc.ac.uk/,yes,not_applicable,unknown,not_applicable,2010,31
1975,MBDC0087,MGD: Mouse Genome Database,http://www.informatics.jax.org/,yes,not_applicable,2016,not_applicable,2010,50
1976,MBDC1369,MouseBook,http://www.mousebook.org,yes,not_applicable,unknown,not_applicable,2010,7
1977,MBDC1391,MouseIndelDB,http://variation.osu.edu,yes,not_applicable,unknown,not_applicable,2010,11
1978,MBDC1151,Xenbase,www.xenbase.org,yes,not_applicable,2017,not_applicable,2010,65
1979,MBDC0316,UCSC Genome Browser Database,http://genome.ucsc.edu/,yes,not_applicable,2017,not_applicable,2010,439
1980,NAR9144,ISbrowser,http://www-genome.biotoul.fr/ISbrowser.php,yes,not_applicable,unknown,not_applicable,2010,17
1981,MBDC0985,ENCODE UCSC Genome Browser,http://genome.ucsc.edu/ENCODE,yes,not_applicable,2016,not_applicable,2010,161
1982,MBDC0685,H-InvDB: H-Invitational Database,http://www.h-invitational.jp/,yes,not_applicable,2015,not_applicable,2010,28
1983,MBDC1371,Gene Wiki,http://en.wikipedia.org/wiki/Portal:Gene_Wiki,yes,not_applicable,2016,not_applicable,2010,54
1984,MBDC1372,Patrocles,http://www.patrocles.org,no,unrelated site redirect,not_applicable,not_applicable,2010,91
1985,MBDC0651,COSMIC: Catalogue Of Somatic Mutations In Cancer,http://www.sanger.ac.uk/cosmic/,no,not found,not_applicable,not_applicable,2010,288
1986,MBDC1374,dbDEPC: Database of Differentially Expressed Proteins in human Cancers,http://dbdepc.biosino.org/index/,no,can't be reached,not_applicable,not_applicable,2010,11
1987,MBDC1375,HlungDB: human lung cancer database ,http://www.megabionet.org/bio/hlung,no,can't be reached,not_applicable,not_applicable,2010,34
1988,MBDC1373,NCG: Network for Cancer Genes,http://bio.ifom-ieo-campus.it/ncg,yes,not_applicable,unknown,not_applicable,2010,18
1989,MBDC1377,HRTBLDb: Hormone Receptor Target Binding Loci Database,http://motif.bmi.ohio-state.edu/hrtbldb,no,can't be reached,not_applicable,not_applicable,2010,7
1990,MBDC1376,SelTarbase: Selective Targets database,http://www.seltarbase.org,yes,not_applicable,2013,not_applicable,2010,29
1991,MBDC0021,RECODE,http://recode.ucc.ie,yes,not_applicable,unknown,not_applicable,2010,27
1992,MBDC1294,EMBL-EBI Gene Expression Atlas,http://www.ebi.ac.uk/gxa,yes,not_applicable,unknown,not_applicable,2010,114
1993,MBDC1064,Cyclebase,http://www.cyclebase.org,yes,not_applicable,unknown,not_applicable,2010,38
1994,MBDC0812,EMAGE: Edinburgh Mouse Atlas of Gene Expression,http://www.emouseatlas.org/emage,yes,not_applicable,2016,not_applicable,2010,62
1995,MBDC1379,FlyTED: Drosophila Testis Gene Expression Database,http://www.fly-ted.org/,no,can't be reached,not_applicable,not_applicable,2010,21
1996,MBDC1378,GeneSigDB,http://compbio.dfci.harvard.edu/genesigdb,yes,not_applicable,2011,not_applicable,2010,60
1997,MBDC1380,PLANdbAffy,http://affymetrix2.bioinf.fbb.msu.ru,yes,not_applicable,unknown,not_applicable,2010,21
1998,NAR9196,NCBI Peptidome,http://www.ncbi.nlm.nih.gov/peptidome,yes,not_applicable,2012,Access - Archived; Peptidome was a public repository that archived tandem mass spectrometry peptide and protein identification data generated by the scientific community. This repository is now offline and is in archival mode. All data may be obtained from the Peptidome FTP site.,2010,23
1999,MBDC0857,EMBL-EBI PRIDE: PRoteomics IDEntifications,http://www.ebi.ac.uk/pride,yes,not_applicable,2017,not_applicable,2010,187
2000,NAR9243,PSI-MR: Protein Structure Initiative Material Repository,http://psimr.asu.edu,yes,not_applicable,unknown,not_applicable,2010,20
2001,MBDC0252,UTRdb: UnTranslated Regions of eukaryotic mRNAs database,http://utrdb.ba.itb.cnr.it/,yes,not_applicable,2010,not_applicable,2010,143
2002,MBDC1382,BioNumbers Database,http://www.bionumbers.hms.harvard.edu,yes,not_applicable,unknown,not_applicable,2010,126
2003,MBDC1381,GeMInA: Genomic Metadata for Infectious Agents,http://gemina.igs.umaryland.edu,yes,not_applicable,2009,not_applicable,2010,11
2004,MBDC1384,BioDrugScreen,http://www.biodrugscreen.org/,no,unrelated site redirect,not_applicable,not_applicable,2010,24
2005,MBDC1385,CAMP: Collection of Anti-Microbial Peptides,http://www.bicnirrh.res.in/antimicrobial,yes,not_applicable,unknown,not_applicable,2010,133
2006,MBDC1383,T3DB: Toxin and Toxin-Target Database,http://www.t3db.org,yes,not_applicable,unknown,not_applicable,2010,43
2007,MBDC0315,TTD: Therapeutic Target Database,http://bidd.nus.edu.sg/group/cjttd/TTD.asp,yes,not_applicable,unknown,not_applicable,2010,96
2008,MBDC1386,PrimerBank,http://pga.mgh.harvard.edu/primerbank/,yes,not_applicable,unknown,not_applicable,2010,254
2009,MBDC1001,PeroxisomeDB,http://www.peroxisomeDB.org,yes,not_applicable,unknown,not_applicable,2010,42
2010,NAR9231,PMRD: Plant MicroRNA Database,http://bioinformatics.cau.edu.cn/PMRD,no,can't be reached,not_applicable,not_applicable,2010,144
2011,MBDC0803,ChimerDB,http://ercsb.ewha.ac.kr/fusiongene,yes,not_applicable,unknown,not_applicable,2010,42
2012,MBDC1388,PRGdb: Plant Resistance Gene database,http://www.prgdb.org,yes,not_applicable,2014,not_applicable,2010,57
2013,MBDC1387,PlnTFDB: Plant Transcription Factor Database,http://plntfdb.bio.uni-potsdam.de/v3.0/,yes,not_applicable,unknown,Disambiguation; PlantTFDB: Transcription Factors DataBase and PlnTFDB: Plant Transcription Factor Database are different,2010,205
2014,MBDC1112,PhosPhAt,phosphat.mpimp-golm.mpg.de,yes,not_applicable,unknown,not_applicable,2010,149
2015,NAR9265,SALAD database,http://salad.dna.affrc.go.jp/salad/,yes,not_applicable,2012,not_applicable,2010,35
2016,MBDC0919,SoyBase,http://soybase.org,yes,not_applicable,2017,not_applicable,2010,100
2017,MBDC1390,AntigenDB,http://www.imtech.res.in/raghava/antigendb,yes,not_applicable,unknown,Other; alt fail http://www.bic.uams.edu/raghava/antigendb,2010,21
2018,MBDC0779,IEDB: Immune Epitope Database,www.iedb.org,yes,not_applicable,unknown,not_applicable,2010,362
2019,MBDC0970,H-DBAS: Human-transcriptome DataBase for Alternative Splicing ,http://h-invitational.jp/h-dbas/,yes,not_applicable,2011,Naming; H-Invitational ,2010,22
2020,MBDC0367,EMBL-EBI IPD: Immuno Polymorphism Database,http://www.ebi.ac.uk/ipd/,yes,not_applicable,unknown,not_applicable,2010,102
2021,MBDC1456,NCBI SRA: Sequence Read Archive,http://www.ncbi.nlm.nih.gov/Traces/sra,yes,not_applicable,2017,Other; alt good/fail  http://www.ebi.ac.uk/ena; http://www.ddbj.nig.ac.jp/sub/trace_sra-e.html,2010,67
2022,MBDC1341,3D-Footprint,http://floresta.eead.csic.es/3dfootprint,yes,not_applicable,2016,not_applicable,2010,32
2023,MBDC0591,DBTSS: DataBase of Transcriptional Start Sites,http://dbtss.hgc.jp,yes,not_applicable,2015,not_applicable,2010,31
2024,MBDC1427,P2CS: Prokaryotic 2-Component Systems,http://www.p2cs.org,yes,not_applicable,unknown,"Examples dates; example of auto update ""date"" code in footer",2011,30
2025,MBDC1450,TIARA: Total Integrated Archive of Short-Read and Array ,http://tiara.gmi.ac.kr,yes,not_applicable,2012,not_applicable,2011,12
2026,MBDC1411,Gene Expression Barcode,http://rafalab.jhsph.edu/barcode,no,not found,not_applicable,not_applicable,2011,91
2027,MBDC1083,GyDB: Gypsy Database,http://gydb.org,yes,not_applicable,unknown,not_applicable,2011,67
2028,MBDC0928,DroID: Drosophila Interactions Database,http://droidb.org/,yes,not_applicable,2015,not_applicable,2011,85
2029,MBDC1327,PIR PRO: PRotein Ontology,http://pir.georgetown.edu/pro,yes,not_applicable,unknown,not_applicable,2011,62
2030,MBDC1209,UniPROBE: Universal PBM Resource for Oligonucleotide Binding Evaluation,http://uniprobe.org,yes,not_applicable,2016,not_applicable,2011,91
2031,MBDC1299,BriX,http://brix.crg.es,no,blank page,not_applicable,not_applicable,2011,15
2032,MBDC1454,YPA: Yeast Promoter Atlas,http://ypa.ee.ncku.edu.tw/,no,can't be reached,not_applicable,not_applicable,2011,21
2033,MBDC1188,CTD: Comparative Toxicogenomics Database,http://ctd.mdibl.org,yes,not_applicable,2016,not_applicable,2011,138
2034,MBDC1414,HGD: Hymenoptera Genome Database,http://HymenopteraGenome.org,yes,not_applicable,unknown,not_applicable,2011,102
2035,MBDC1433,PHOSIDA,http://www.phosida.com,yes,not_applicable,unknown,not_applicable,2011,184
2036,MBDC1314,HitPredict,http://hintdb.hgc.jp/htp/,yes,not_applicable,2015,not_applicable,2011,44
2037,MBDC0651,COSMIC: Catalogue Of Somatic Mutations In Cancer,http://www.sanger.ac.uk/cosmic,no,not found,not_applicable,not_applicable,2011,1130
2038,MBDC1317,KUPS: University of Kansas Proteomics Service,http://www.ittc.ku.edu/chenla,yes,not_applicable,unknown,Access - Failure Notes; login required,2011,19
2039,MBDC1434,PolyQ,http://pxgrid.med.monash.edu.au/polyq,no,can't be reached,not_applicable,not_applicable,2011,15
2040,MBDC1223,tRNADB-CE: tRNA gene DataBase Curated by Experts,http://trna.nagahama-i-bio.ac.jp,yes,not_applicable,2016,not_applicable,2011,24
2041,MBDC1331,SGN: Sol Genomics Network,http://solgenomics.net/,yes,not_applicable,2017,not_applicable,2011,155
2042,MBDC1428,Pathway Commons,http://www.pathwaycommons.org,yes,not_applicable,unknown,not_applicable,2011,322
2043,MBDC0072,DB-AT: Database of Apicomplexan Transcriptomes,http://fullmal.hgc.jp/,yes,not_applicable,2014,not_applicable,2011,13
2044,MBDC1442,RepTar,http://reptar.ekmd.huji.ac.il,yes,not_applicable,2010,not_applicable,2011,26
2045,MBDC0846,ODB: Operon DataBase,http://operondb.jp/,yes,not_applicable,unknown,not_applicable,2011,11
2046,MBDC0633,3did: 3D Interacting Domains,http://3did.irbbarcelona.org,yes,not_applicable,2016,not_applicable,2011,96
2047,MBDC1412,GlycomeDB,www.glycome-db.org,yes,not_applicable,2011,not_applicable,2011,51
2048,NAR9222,Phospho.ELM,http://phospho.elm.eu.org,yes,not_applicable,unknown,not_applicable,2011,241
2049,MBDC1287,AHD: Arabidopsis Hormone Database,http://ahd.cbi.pku.edu.cn,yes,not_applicable,unknown,not_applicable,2011,21
2050,MBDC1418,KaPPA-View4,http://kpv.kazusa.or.jp/kpv4/,yes,not_applicable,2013,"Service Status; June 19, 2013 KaPPA-View service is resumed on a temporal web site.",2011,30
2051,MBDC1405,COMBREX: COMputational Bridges to Experiments,http://combrex.bu.edu,yes,not_applicable,2011,not_applicable,2011,34
2052,MBDC1298,BISC: Binary SubComplexes,http://bisc.cse.ucsc.edu,no,can't be reached,not_applicable,not_applicable,2011,3
2053,MBDC0173,EMBL-EBI IPD IMGT/HLA,http://www.ebi.ac.uk/imgt/hla/,yes,not_applicable,2017,not_applicable,2011,273
2054,MBDC1062,COXPRESdb: Coexpressed gene database,http://coxpresdb.jp,yes,not_applicable,2014,not_applicable,2011,50
2055,MBDC0792,YEASTRACT: YEAst Search for Transcriptional Regulators And Consensus Tracking,http://www.yeastract.com,yes,not_applicable,unknown,not_applicable,2011,114
2056,MBDC1330,SCLD: Stem Cell Lineage Database,http://scld.mcb.uconn.edu,no,not found,not_applicable,not_applicable,2011,3
2057,MBDC1401,CAMARA: Community Cyberinfrastructure for Advanced Microbial Ecology Research and Analysis,http://camera.calit2.net/,no,discontinued notice,not_applicable,Service Status; cannot find data on redirect:  Thank you for being a CAMERA user during its operation as a resource for environmental genomics. The CAMERA Data Distribution Center (DDC) is no longer available for downloading data. We encourage you to visit the iMicrobe Project - http://data.imicrobe.us to access CAMERA data. The Marine Microbial Eukaryote Transcriptome Sequencing Project can be found at http://data.imicrobe.us/project/view/104,2011,185
2058,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org,yes,not_applicable,2017,not_applicable,2011,301
2059,MBDC1440,RBPDB: RNA-Binding Protein DataBase,http://rbpdb.ccbr.utoronto.ca,yes,not_applicable,2012,not_applicable,2011,117
2060,MBDC1737,IUPHAR/BPS Guide to PHARMACOLOGY,http://www.iuphar-db.org,yes,not_applicable,2017,not_applicable,2011,72
2061,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.helmholtz-muenchen.de,no,related generic reseach institution site redirect,not_applicable,not_applicable,2011,37
2062,MBDC0015,GXD: mouse Gene Expression Database,http://www.informatics.jax.org/expression.shtml,yes,not_applicable,2016,not_applicable,2011,56
